kind	binding_id	baseline	package	payload	owner	adapter	primary_authority	receipt
COMMAND	research.reference-sets	bind('research.reference-sets', lambda _ctx, fn=app.show_reference_sets: fn())	bind('research.reference-sets', lambda _ctx, fn=ports.research.show_reference_sets: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	research.rename-reference-key	bind('research.rename-reference-key', lambda _ctx, fn=app.on_rename_reference_key: fn())	bind('research.rename-reference-key', lambda _ctx, fn=ports.research.on_rename_reference_key: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	research.scratchpad	bind('research.scratchpad', lambda _ctx, fn=app.show_scratchpad: fn())	bind('research.scratchpad', lambda _ctx, fn=ports.research.show_scratchpad: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	research.show-scratchpad-section	bind('research.show-scratchpad-section', lambda _ctx, fn=app.on_show_scratchpad_for_current_section: fn())	bind('research.show-scratchpad-section', lambda _ctx, fn=ports.research.on_show_scratchpad_for_current_section: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	research.source-notes	bind('research.source-notes', lambda _ctx, fn=app.show_source_notes: fn())	bind('research.source-notes', lambda _ctx, fn=ports.research.show_source_notes: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	research.tag-integrity	bind('research.tag-integrity', lambda _ctx, fn=app.on_tag_integrity: fn())	bind('research.tag-integrity', lambda _ctx, fn=ports.research.on_tag_integrity: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	research.tags	bind('research.tags', lambda _ctx, fn=app.show_tags: fn())	bind('research.tags', lambda _ctx, fn=ports.research.show_tags: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	tools.language	bind('tools.language', lambda _ctx, fn=app.on_language_selection: fn())	bind('tools.language', lambda _ctx, fn=ports.tools.on_language_selection: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	tools.spellcheck	bind('tools.spellcheck', lambda _ctx, fn=app.on_check: fn())	bind('tools.spellcheck', lambda _ctx, fn=ports.tools.on_check: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	tools.system-info	bind('tools.system-info', lambda _ctx, fn=app.on_system_info: fn())	bind('tools.system-info', lambda _ctx, fn=ports.tools.on_system_info: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	BEHAVIORAL-GTK	current W108 true-App exact observable receipt
COMMAND	view.character-map	bind('view.character-map', lambda _ctx, fn=app.on_character_map: fn())	bind('view.character-map', lambda _ctx, fn=ports.view.on_character_map: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	BEHAVIORAL-GTK	current W108 true-App exact observable receipt
COMMAND	view.current-line-highlight	bind('view.current-line-highlight', lambda _ctx, fn=app.toggle_current_line_highlight: fn())	bind('view.current-line-highlight', lambda _ctx, fn=ports.view.toggle_current_line_highlight: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	view.distraction-free	bind('view.distraction-free', lambda _ctx, fn=app.toggle_distraction_free: fn())	bind('view.distraction-free', lambda _ctx, fn=ports.view.toggle_distraction_free: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	view.focus-mode	bind('view.focus-mode', lambda _ctx, fn=app.toggle_focus_mode: fn())	bind('view.focus-mode', lambda _ctx, fn=ports.view.toggle_focus_mode: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	BEHAVIORAL-GTK	current W108 true-App exact observable receipt
COMMAND	writing.clean-pdf	bind('writing.clean-pdf', lambda _ctx, fn=app.on_clean_selected_pdf: fn())	bind('writing.clean-pdf', lambda _ctx, fn=ports.writing.on_clean_selected_pdf: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	writing.insert-date	bind('writing.insert-date', lambda _ctx, fn=app.on_insert_date: fn())	bind('writing.insert-date', lambda _ctx, fn=ports.writing.on_insert_date: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	writing.insert-date-time	bind('writing.insert-date-time', lambda _ctx, fn=app.on_insert_datetime: fn())	bind('writing.insert-date-time', lambda _ctx, fn=ports.writing.on_insert_datetime: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	writing.insert-time	bind('writing.insert-time', lambda _ctx, fn=app.on_insert_time: fn())	bind('writing.insert-time', lambda _ctx, fn=ports.writing.on_insert_time: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	writing.join-lines	bind('writing.join-lines', lambda _ctx, fn=app.on_join_lines: fn())	bind('writing.join-lines', lambda _ctx, fn=ports.writing.on_join_lines: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	writing.reflow-paragraph	bind('writing.reflow-paragraph', lambda _ctx, fn=app.on_reflow_paragraph: fn())	bind('writing.reflow-paragraph', lambda _ctx, fn=ports.writing.on_reflow_paragraph: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	writing.remove-extra-spaces	bind('writing.remove-extra-spaces', lambda _ctx, fn=app.on_remove_extra_spaces: fn())	bind('writing.remove-extra-spaces', lambda _ctx, fn=ports.writing.on_remove_extra_spaces: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	writing.remove-trailing-spaces	bind('writing.remove-trailing-spaces', lambda _ctx, fn=app.on_remove_trailing_spaces: fn())	bind('writing.remove-trailing-spaces', lambda _ctx, fn=ports.writing.on_remove_trailing_spaces: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	writing.sentence-case	bind('writing.sentence-case', lambda _ctx, fn=app.on_sentence_case: fn())	bind('writing.sentence-case', lambda _ctx, fn=ports.writing.on_sentence_case: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	writing.smart-typography	bind('writing.smart-typography', lambda _ctx, fn=app.on_smart_typography: fn())	bind('writing.smart-typography', lambda _ctx, fn=ports.writing.on_smart_typography: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	writing.sort-lines	"bind(""writing.sort-lines"", lambda ctx: app.on_sort_lines_descending() if bool(ctx.get(""reverse"", False)) else app.on_sort_lines_ascending())"	"bind(""writing.sort-lines"", lambda ctx: ports.writing.on_sort_lines_descending() if bool(ctx.get(""reverse"", False)) else ports.writing.on_sort_lines_ascending())"	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	writing.statistics	bind('writing.statistics', lambda _ctx, fn=app.on_document_statistics: fn())	bind('writing.statistics', lambda _ctx, fn=ports.writing.on_document_statistics: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	writing.title-case	bind('writing.title-case', lambda _ctx, fn=app.on_title_case: fn())	bind('writing.title-case', lambda _ctx, fn=ports.writing.on_title_case: fn())	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	HEADLESS	W104 exact stable command/binding contract
COMMAND	writing.typewriter-mode	"bind_toggle(""writing.typewriter-mode"", app.on_typewriter_item_toggled, app.toggle_typewriter_mode)"	"bind_toggle(""writing.typewriter-mode"", ports.writing.on_typewriter_item_toggled, ports.writing.toggle_typewriter_mode)"	CommandContext	explicit ApplicationCommandPorts family	command layer lambda/bind_toggle	BEHAVIORAL-GTK	current W108 true-App exact observable receipt
COMPOSITION	ClipCollectionCompositionInput.execute_command	app.execute_command	inputs.execute_command	Callable[..., bool]	ClipCollectionCompositionInput.execute_command	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	ClipCollectionCompositionInput.get_cursor_offset	app.get_cursor_offset	inputs.get_cursor_offset	Callable[[], int]	ClipCollectionCompositionInput.get_cursor_offset	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	ClipCollectionCompositionInput.publish_invalidation	app.publish_research_invalidation	inputs.publish_invalidation	Callable[[Any], Any]	ClipCollectionCompositionInput.publish_invalidation	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	ClipCollectionCompositionInput.queue_insert_scroll	app.queue_insert_scroll	inputs.queue_insert_scroll	Callable[..., Any]	ClipCollectionCompositionInput.queue_insert_scroll	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	ClipCollectionCompositionInput.set_cursor_offset	app.set_cursor_offset	inputs.set_cursor_offset	Callable[[int], Any]	ClipCollectionCompositionInput.set_cursor_offset	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	ClipCollectionCompositionInput.sync_history_view_state	app.sync_current_history_view_state	inputs.sync_history_view_state	Callable[[], Any]	ClipCollectionCompositionInput.sync_history_view_state	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	DocumentSessionCompositionInput.read_buffer_text	app._read_buffer_text_raw	inputs.read_buffer_text	Callable[[], str]	DocumentSessionCompositionInput.read_buffer_text	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	DocumentSessionCompositionInput.replace_buffer_text	app._replace_buffer_text_raw	inputs.replace_buffer_text	Callable[[str], None]	DocumentSessionCompositionInput.replace_buffer_text	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	DocumentSessionCompositionInput.reset_undo_history	app.reset_undo_history	inputs.reset_undo_history	Callable[[], None]	DocumentSessionCompositionInput.reset_undo_history	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	EditorCompositionInput.apply_wrap_policy	app.apply_wrap_policy	inputs.apply_wrap_policy	Callable[[], Any]	EditorCompositionInput.apply_wrap_policy	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	EditorCompositionInput.on_buffer_begin_user_action	app.on_buffer_begin_user_action	inputs.on_buffer_begin_user_action	Callable[..., Any]	EditorCompositionInput.on_buffer_begin_user_action	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	EditorCompositionInput.on_buffer_changed	app.on_changed	inputs.on_buffer_changed	Callable[..., Any]	EditorCompositionInput.on_buffer_changed	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	EditorCompositionInput.on_buffer_end_user_action	app.on_buffer_end_user_action	inputs.on_buffer_end_user_action	Callable[..., Any]	EditorCompositionInput.on_buffer_end_user_action	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	EditorCompositionInput.on_cursor_position_notify	app.on_cursor_position_notify	inputs.on_cursor_position_notify	Callable[..., Any]	EditorCompositionInput.on_cursor_position_notify	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	EditorCompositionInput.on_text_button_press	app.on_text_button_press	inputs.on_text_button_press	Callable[..., Any]	EditorCompositionInput.on_text_button_press	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	EditorCompositionInput.on_text_button_release	app.on_text_button_release	inputs.on_text_button_release	Callable[..., Any]	EditorCompositionInput.on_text_button_release	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	EditorCompositionInput.on_text_focus_out	app.on_text_focus_out	inputs.on_text_focus_out	Callable[..., Any]	EditorCompositionInput.on_text_focus_out	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	EditorCompositionInput.on_text_key_press	app.on_text_key_press	inputs.on_text_key_press	Callable[..., Any]	EditorCompositionInput.on_text_key_press	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	EditorCompositionInput.on_text_key_release	app.on_text_key_release	inputs.on_text_key_release	Callable[..., Any]	EditorCompositionInput.on_text_key_release	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	EditorCompositionInput.on_text_motion_notify	app.on_text_motion_notify	inputs.on_text_motion_notify	Callable[..., Any]	EditorCompositionInput.on_text_motion_notify	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	EditorCompositionInput.on_text_move_cursor	app.on_text_move_cursor	inputs.on_text_move_cursor	Callable[..., Any]	EditorCompositionInput.on_text_move_cursor	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	EditorCompositionInput.on_text_scroll	app.on_text_scroll	inputs.on_text_scroll	Callable[..., Any]	EditorCompositionInput.on_text_scroll	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	EditorCompositionInput.on_typewriter_state_changed	app.on_typewriter_state_changed	inputs.on_typewriter_state_changed	Callable[..., Any]	EditorCompositionInput.on_typewriter_state_changed	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	NavigatorCompositionInput.on_visibility_changed	app.on_navigator_visibility_changed	inputs.on_navigator_visibility_changed	visible: bool	NavigatorPanelRuntime visibility callback	typed composition mapping	BEHAVIORAL-GTK	W108_NAVIGATOR_PANEL_TRUE_GTK + historical W101 Navigator visibility
COMPOSITION	NavigatorCompositionInput.queue_wrap_reflow	app.queue_wrap_reflow	inputs.queue_wrap_reflow	Callable[[], Any]	NavigatorCompositionInput.queue_wrap_reflow	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	WorkspaceCompositionInput.document_text	app.buffer_text	inputs.document_text	Callable[[], str]	WorkspaceCompositionInput.document_text	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	WorkspaceCompositionInput.may_continue	app.may_continue	inputs.may_continue	Callable[[], bool]	WorkspaceCompositionInput.may_continue	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	WorkspaceCompositionInput.open_document	app.open_path	inputs.open_document	Callable[[str], bool]	WorkspaceCompositionInput.open_document	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	WorkspaceCompositionInput.record_workspace_root	app.application_state.record_workspace_root	inputs.application_state.record_workspace_root	Callable[[str | None], bool]	WorkspaceCompositionInput.record_workspace_root	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	WorkspaceCompositionInput.refresh_overview	app.refresh_document_overview_if_open	inputs.refresh_overview	Callable[[], Any]	WorkspaceCompositionInput.refresh_overview	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	WorkspaceCompositionInput.refresh_ui_state	app.refresh_ui_state	inputs.refresh_ui_state	Callable[[], Any]	WorkspaceCompositionInput.refresh_ui_state	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	WorkspaceCompositionInput.report_error	app.error	inputs.report_error	Callable[[str], None]	WorkspaceCompositionInput.report_error	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	WorkspaceCompositionInput.research_context_changed	app.research_document_context_changed	inputs.research_context_changed	Callable[[], Any]	WorkspaceCompositionInput.research_context_changed	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
COMPOSITION	WorkspaceCompositionInput.update_title	app.update_title	inputs.update_title	Callable[[], Any]	WorkspaceCompositionInput.update_title	typed composition mapping	HEADLESS	W101 typed composition + callback-shape closure
GTK_SIGNAL	CharacterMapDialog.character-button.clicked	App.on_character_map local button.connect callback	CharacterMapDialog button callback	Gtk.Button clicked	CharacterMapDialog	dedicated GTK adapter	BEHAVIORAL-GTK	W108_CHARACTER_MAP_TRUE_GTK
